customerid,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
14060.0,2011-12-05 12:29:00,19,6140.42,5,1,1,1,Inactive customers
14062.0,2011-11-30 10:04:00,12,10464.85,10,1,1,1,Inactive customers
14064.0,2011-11-10 13:14:00,5,1353.74,29,2,2,2,At-risk customers
14066.0,2011-03-18 12:21:00,1,152.55,267,5,4,5,High-value customers
14067.0,2011-10-07 10:21:00,2,374.7,64,3,3,4,Regular customers
14068.0,2011-01-23 16:02:00,1,265.85,320,5,4,4,High-value customers
14071.0,2011-12-06 12:27:00,8,1438.82,4,1,1,2,Inactive customers
14073.0,2011-11-07 15:49:00,1,151.04,32,2,4,5,Regular customers
14075.0,2011-12-05 08:38:00,3,942.26,5,1,2,3,At-risk customers
14076.0,2011-08-02 15:19:00,1,122.47,129,4,4,5,High-value customers
14077.0,2011-10-30 12:35:00,5,499.41999999999996,41,3,2,3,Inactive customers
14078.0,2011-08-30 12:16:00,6,1049.37,102,4,1,2,New customers
14079.0,2011-08-07 12:10:00,1,375.1,125,4,4,4,High-value customers
14080.0,2011-11-07 11:09:00,1,45.599999999999994,33,3,4,5,Regular customers
14081.0,2011-02-10 16:17:00,2,934.52,302,5,3,3,Regular customers
14082.0,2010-12-10 11:02:00,1,182.25,365,5,4,5,High-value customers
14083.0,2011-12-05 13:14:00,9,1018.43,4,1,1,2,Inactive customers
14085.0,2011-12-07 13:46:00,18,4448.54,2,1,1,1,Inactive customers
14087.0,2011-12-07 12:41:00,1,194.42,3,1,4,5,Regular customers
14088.0,2011-11-29 16:16:00,13,50491.81,10,1,1,1,Inactive customers
14089.0,2011-10-14 10:38:00,1,161.0,57,3,4,5,Regular customers
14090.0,2011-01-19 10:51:00,1,76.32000000000001,325,5,4,5,High-value customers
14092.0,2011-12-02 12:13:00,14,4076.91,8,1,1,1,Inactive customers
14093.0,2011-11-27 16:27:00,1,442.85,12,1,4,4,Regular customers
14096.0,2011-12-05 17:17:00,17,65164.79,4,1,1,1,Inactive customers
14098.0,2011-11-03 10:13:00,1,147.35,37,3,4,5,Regular customers
14099.0,2011-11-23 13:53:00,11,3104.17,16,2,1,1,Inactive customers
14100.0,2011-07-25 11:01:00,1,194.9,138,4,4,5,High-value customers
14101.0,2011-09-27 12:28:00,6,5976.79,74,4,1,1,New customers
14102.0,2011-12-04 15:38:00,5,1360.28,5,1,2,2,At-risk customers
14104.0,2011-07-08 12:50:00,2,216.20999999999998,155,4,3,5,Regular customers
14105.0,2011-04-14 17:58:00,1,1266.23,239,5,4,2,Loyal customers
14107.0,2011-10-19 12:12:00,7,2703.23,52,3,1,1,Inactive customers
14108.0,2011-11-09 10:41:00,2,597.91,31,2,3,3,Regular customers
14109.0,2011-09-28 10:18:00,1,144.2,73,4,4,5,High-value customers
14110.0,2011-12-06 12:26:00,12,5683.15,4,1,1,1,Inactive customers
14111.0,2011-11-25 13:44:00,4,692.85,14,2,2,3,At-risk customers
14112.0,2011-11-17 12:30:00,7,2915.15,23,2,1,1,Inactive customers
14113.0,2011-12-06 12:18:00,4,1840.42,4,1,2,2,At-risk customers
14114.0,2011-03-11 09:42:00,2,386.53,274,5,3,4,Regular customers
14116.0,2011-11-20 10:29:00,5,1382.74,20,2,2,2,At-risk customers
14117.0,2011-07-19 09:49:00,1,90.0,144,4,4,5,High-value customers
14121.0,2011-12-06 12:19:00,4,2780.15,4,1,2,1,At-risk customers
14124.0,2011-09-16 13:32:00,1,419.58000000000004,84,4,4,4,High-value customers
14125.0,2011-11-29 12:47:00,3,2740.43,11,1,2,1,At-risk customers
14126.0,2011-12-02 11:45:00,3,706.1300000000001,8,1,2,3,At-risk customers
14127.0,2011-08-09 10:49:00,3,709.71,123,4,2,3,New customers
14128.0,2011-10-10 12:00:00,2,637.5,61,3,3,3,Regular customers
14129.0,2011-12-08 11:02:00,5,1123.8600000000001,2,1,2,2,At-risk customers
14130.0,2011-01-24 16:05:00,1,483.86,319,5,4,4,High-value customers
14132.0,2011-12-07 13:35:00,11,3586.0299999999997,2,1,1,1,Inactive customers
14133.0,2011-08-02 11:34:00,3,605.64,130,4,2,3,New customers
14135.0,2011-12-08 11:38:00,15,4690.31,2,1,1,1,Inactive customers
14138.0,2011-12-08 12:44:00,2,982.3800000000001,2,1,3,2,At-risk customers
14139.0,2011-10-24 13:34:00,1,415.82,46,3,4,4,Regular customers
14140.0,2011-12-06 09:05:00,2,935.05,4,1,3,3,Regular customers
14141.0,2011-12-07 09:53:00,4,915.13,3,1,2,3,At-risk customers
14142.0,2010-12-01 16:33:00,1,311.81,373,5,4,4,High-value customers
14143.0,2011-07-29 09:48:00,1,115.8,134,4,4,5,High-value customers
14145.0,2011-10-24 12:10:00,4,3742.2,47,3,2,1,Inactive customers
14146.0,2011-12-01 10:18:00,5,4191.0,9,1,2,1,At-risk customers
14147.0,2011-09-22 18:10:00,2,483.4,78,4,3,4,Regular customers
14148.0,2011-04-20 12:02:00,1,157.2,234,5,4,5,High-value customers
14149.0,2011-05-03 09:44:00,1,446.62,221,5,4,4,High-value customers
14150.0,2011-11-04 10:05:00,2,658.64,36,3,3,3,Regular customers
14152.0,2011-09-25 12:54:00,2,621.29,75,4,3,3,Regular customers
14154.0,2011-04-14 16:26:00,2,1345.62,239,5,3,2,Inactive customers
14155.0,2011-03-18 14:13:00,1,118.75,266,5,4,5,High-value customers
14156.0,2011-11-30 10:54:00,55,117379.63,10,1,1,1,Inactive customers
14157.0,2011-11-20 11:32:00,2,432.88,20,2,3,4,Regular customers
14158.0,2011-10-30 15:08:00,1,507.66,40,3,4,3,Regular customers
14159.0,2011-11-20 12:36:00,11,4693.01,20,2,1,1,Inactive customers
14161.0,2011-05-08 11:41:00,3,1110.52,216,5,2,2,New customers
14162.0,2011-06-19 11:36:00,2,289.36,174,4,3,4,Regular customers
14163.0,2011-09-13 15:18:00,4,2445.91,87,4,2,1,New customers
14164.0,2011-09-30 12:24:00,2,1631.77,71,3,3,2,Inactive customers
14165.0,2011-03-09 12:39:00,1,122.53999999999999,276,5,4,5,High-value customers
14167.0,2011-10-31 14:29:00,4,574.84,39,3,2,3,Inactive customers
14171.0,2011-09-02 16:43:00,1,363.79,98,4,4,4,High-value customers
14173.0,2011-11-29 11:54:00,4,450.84,11,1,2,4,At-risk customers
14174.0,2011-11-06 13:17:00,1,134.46,33,3,4,5,Regular customers
14175.0,2011-10-11 11:55:00,3,3222.3,60,3,2,1,Inactive customers
14176.0,2011-02-15 13:12:00,4,576.9000000000001,297,5,2,3,New customers
14177.0,2011-09-14 15:11:00,4,559.41,86,4,2,3,New customers
14178.0,2011-12-01 12:01:00,7,1620.93,9,1,1,2,Inactive customers
14179.0,2011-10-30 12:07:00,2,719.78,41,3,3,3,Regular customers
14180.0,2011-11-29 10:56:00,25,4748.52,11,1,1,1,Inactive customers
14184.0,2011-10-04 12:43:00,1,452.89,67,3,4,4,Regular customers
14185.0,2011-01-12 13:52:00,1,197.65,331,5,4,5,High-value customers
14188.0,2011-11-09 12:45:00,6,2054.36,31,2,1,2,Inactive customers
14189.0,2011-12-07 15:55:00,15,4654.08,2,1,1,1,Inactive customers
14191.0,2011-12-08 09:23:00,13,4684.76,2,1,1,1,Inactive customers
14193.0,2011-10-03 09:34:00,2,853.39,68,3,3,3,Regular customers
14194.0,2011-12-05 10:38:00,21,11349.52,5,1,1,1,Inactive customers
14195.0,2011-05-22 10:29:00,2,1012.0,202,5,3,2,Inactive customers
14196.0,2011-08-25 10:25:00,1,335.52,107,4,4,4,High-value customers
14198.0,2011-11-21 16:35:00,4,701.4,18,2,2,3,At-risk customers
14199.0,2011-05-05 13:44:00,1,185.39999999999998,218,5,4,5,High-value customers
14201.0,2011-10-10 13:27:00,7,747.44,60,3,1,3,Inactive customers
14204.0,2011-12-07 13:38:00,1,161.03,2,1,4,5,Regular customers
14205.0,2011-11-23 10:55:00,2,466.7,17,2,3,4,Regular customers
14206.0,2011-04-14 16:38:00,1,328.15999999999997,239,5,4,4,High-value customers
14208.0,2011-09-06 12:48:00,1,151.74,95,4,4,5,High-value customers
14209.0,2011-11-29 10:18:00,6,2073.43,11,1,1,1,Inactive customers
14210.0,2011-08-26 12:36:00,6,1905.8400000000001,106,4,1,2,New customers
14211.0,2011-10-17 13:23:00,9,2241.1,53,3,1,1,Inactive customers
14212.0,2011-09-11 12:45:00,1,1070.48,90,4,4,2,Loyal customers
14214.0,2011-11-09 10:31:00,5,1004.38,31,2,2,2,At-risk customers
14215.0,2011-11-28 12:19:00,6,1789.72,12,1,1,2,Inactive customers
14216.0,2011-12-06 14:56:00,4,1839.3,3,1,2,2,At-risk customers
14217.0,2011-12-08 11:53:00,17,2004.98,2,1,1,2,Inactive customers
14218.0,2011-10-28 10:00:00,1,169.48000000000002,43,3,4,5,Regular customers
14219.0,2011-12-05 16:23:00,1,89.94,4,1,4,5,Regular customers
14220.0,2011-04-06 13:23:00,2,632.4,247,5,3,3,Regular customers
14221.0,2011-10-28 13:42:00,9,3432.8,42,3,1,1,Inactive customers
14222.0,2011-06-15 16:42:00,1,683.17,177,4,4,3,Loyal customers
14223.0,2011-09-08 13:38:00,3,991.13,92,4,2,2,New customers
14224.0,2011-08-21 13:24:00,4,1050.12,110,4,2,2,New customers
14226.0,2011-11-11 11:34:00,5,2232.19,29,2,2,1,At-risk customers
14227.0,2011-11-13 15:48:00,10,3350.96,26,2,1,1,Inactive customers
14229.0,2011-10-19 10:04:00,3,1547.2,52,3,2,2,Inactive customers
14231.0,2011-06-09 11:05:00,3,925.71,184,5,2,3,New customers
14232.0,2011-10-28 11:09:00,5,2048.07,43,3,2,2,Inactive customers
14233.0,2011-10-21 15:54:00,4,1462.72,49,3,2,2,Inactive customers
14234.0,2011-11-17 17:53:00,4,775.46,22,2,2,3,At-risk customers
14235.0,2011-09-25 14:37:00,5,3144.86,75,4,2,1,New customers
14236.0,2011-09-20 09:13:00,2,490.86,81,4,3,3,Regular customers
14237.0,2010-12-01 13:20:00,1,161.0,373,5,4,5,High-value customers
14238.0,2011-01-17 14:40:00,1,146.85,326,5,4,5,High-value customers
14239.0,2011-10-27 14:40:00,11,2380.85,43,3,1,1,Inactive customers
14240.0,2011-11-09 13:45:00,2,890.34,30,2,3,3,Regular customers
14241.0,2011-06-09 11:46:00,1,213.70000000000002,184,5,4,5,High-value customers
14242.0,2011-04-19 11:46:00,2,280.55,235,5,3,4,Regular customers
14243.0,2011-12-01 11:12:00,10,2588.77,9,1,1,1,Inactive customers
14245.0,2011-05-04 08:40:00,2,1693.45,220,5,3,2,Inactive customers
14246.0,2011-08-21 11:50:00,3,1474.06,111,4,2,2,New customers
14247.0,2011-03-06 15:21:00,1,136.76999999999998,278,5,4,5,High-value customers
14248.0,2011-01-25 14:45:00,1,302.58,318,5,4,4,High-value customers
14250.0,2011-12-02 14:30:00,3,1904.05,7,1,2,2,At-risk customers
14251.0,2011-12-08 08:32:00,5,2879.7000000000003,2,1,2,1,At-risk customers
14256.0,2011-03-24 13:17:00,2,969.0600000000001,260,5,3,2,Inactive customers
14257.0,2011-10-06 16:54:00,5,3099.7200000000003,64,3,2,1,Inactive customers
14258.0,2011-11-30 15:27:00,9,12669.98,9,1,1,1,Inactive customers
14259.0,2011-07-21 10:44:00,1,120.0,142,4,4,5,High-value customers
14261.0,2011-10-20 10:04:00,2,1163.45,51,3,3,2,Inactive customers
14262.0,2011-12-01 14:17:00,8,2618.23,8,1,1,1,Inactive customers
14264.0,2011-07-08 10:20:00,2,333.97,155,4,3,4,Regular customers
14265.0,2011-08-22 13:32:00,2,530.18,109,4,3,3,Regular customers
14267.0,2011-06-30 10:09:00,3,1516.24,163,4,2,2,New customers
14270.0,2011-01-12 09:33:00,1,492.65000000000003,332,5,4,3,Loyal customers
14271.0,2011-04-28 12:47:00,1,112.32,226,5,4,5,High-value customers
14272.0,2011-09-27 10:08:00,2,437.96,74,4,3,4,Regular customers
14273.0,2011-10-19 13:20:00,4,559.97,51,3,2,3,Inactive customers
14276.0,2011-09-02 09:45:00,3,1119.74,99,4,2,2,New customers
14277.0,2011-11-24 15:01:00,3,4216.2,15,2,2,1,At-risk customers
14280.0,2011-05-27 10:37:00,1,134.04,197,5,4,5,High-value customers
14282.0,2011-12-06 17:04:00,15,3729.34,3,1,1,1,Inactive customers
14284.0,2011-11-09 08:11:00,2,595.25,31,2,3,3,Regular customers
14285.0,2011-11-18 14:50:00,4,1910.01,21,2,2,2,At-risk customers
14286.0,2011-11-16 10:34:00,3,4628.75,24,2,2,1,At-risk customers
14287.0,2011-12-01 13:25:00,3,176.63,8,1,2,5,At-risk customers
14288.0,2011-05-10 13:22:00,1,426.6,213,5,4,4,High-value customers
14289.0,2011-12-01 11:44:00,6,911.26,9,1,1,3,Inactive customers
14290.0,2011-11-28 14:02:00,5,2314.65,11,1,2,1,At-risk customers
14291.0,2011-12-08 10:26:00,11,3883.25,2,1,1,1,Inactive customers
14292.0,2011-12-02 11:50:00,9,4871.93,8,1,1,1,Inactive customers
14293.0,2011-12-06 15:17:00,4,1046.56,3,1,2,2,At-risk customers
14295.0,2011-10-30 15:50:00,1,166.20000000000002,40,3,4,5,Regular customers
14297.0,2011-11-22 09:06:00,4,1305.33,18,2,2,2,At-risk customers
14298.0,2011-12-01 13:12:00,44,51527.3,8,1,1,1,Inactive customers
14299.0,2011-12-01 16:05:00,9,3965.62,8,1,1,1,Inactive customers
14300.0,2011-11-21 08:57:00,1,43.2,19,2,4,5,Regular customers
14301.0,2011-08-14 15:33:00,1,640.14,117,4,4,3,Loyal customers
14304.0,2011-05-01 11:50:00,1,383.45,223,5,4,4,High-value customers
14305.0,2011-09-29 15:29:00,3,1858.96,71,3,2,2,Inactive customers
14306.0,2011-10-19 13:23:00,2,2093.32,51,3,3,1,Inactive customers
14307.0,2011-09-12 09:38:00,6,2995.72,89,4,1,1,New customers
14309.0,2011-12-01 13:33:00,9,2352.53,8,1,1,1,Inactive customers
14311.0,2011-04-11 10:14:00,1,310.26,243,5,4,4,High-value customers
14312.0,2011-10-24 09:46:00,6,1611.59,47,3,1,2,Inactive customers
14314.0,2011-08-25 10:39:00,1,120.0,107,4,4,5,High-value customers
14315.0,2011-10-26 12:06:00,6,2481.13,45,3,1,1,Inactive customers
14317.0,2011-10-06 10:44:00,1,508.58000000000004,65,3,4,3,Regular customers
14320.0,2011-05-17 09:24:00,2,477.79,207,5,3,4,Regular customers
14321.0,2011-11-29 09:47:00,5,1530.75,11,1,2,2,At-risk customers
14323.0,2011-08-17 11:37:00,2,605.0600000000001,115,4,3,3,Regular customers
14326.0,2011-04-11 15:04:00,1,183.85,242,5,4,5,High-value customers
14327.0,2011-06-29 13:58:00,1,311.65,163,4,4,4,High-value customers
14329.0,2011-11-22 15:50:00,7,5014.84,17,2,1,1,Inactive customers
14331.0,2011-08-07 13:17:00,2,462.65999999999997,124,4,3,4,Regular customers
14332.0,2011-11-17 11:54:00,3,866.31,23,2,2,3,At-risk customers
14333.0,2011-10-03 10:38:00,1,415.2,68,3,4,4,Regular customers
14334.0,2011-11-23 10:01:00,8,2552.21,17,2,1,1,Inactive customers
14335.0,2011-11-23 13:41:00,2,468.26,16,2,3,4,Regular customers
14336.0,2011-11-23 11:40:00,4,1614.91,17,2,2,2,At-risk customers
14338.0,2011-07-01 14:08:00,2,588.22,161,4,3,3,Regular customers
14339.0,2011-04-11 11:06:00,1,309.52,243,5,4,4,High-value customers
14340.0,2011-05-05 09:44:00,1,134.7,219,5,4,5,High-value customers
14341.0,2011-10-25 15:48:00,8,2182.28,45,3,1,1,Inactive customers
14342.0,2011-11-18 13:21:00,4,668.5600000000001,21,2,2,3,At-risk customers
14344.0,2011-08-04 13:51:00,8,889.9300000000001,127,4,1,3,New customers
14345.0,2011-11-01 09:51:00,1,108.97999999999999,39,3,4,5,Regular customers
14346.0,2011-08-11 09:47:00,2,1021.58,121,4,3,2,Inactive customers
14348.0,2011-03-24 16:23:00,1,409.57,260,5,4,4,High-value customers
14349.0,2011-11-29 15:39:00,1,133.5,10,1,4,5,Regular customers
14350.0,2011-03-10 14:14:00,1,282.93,274,5,4,4,High-value customers
14351.0,2011-06-28 11:56:00,1,51.0,165,4,4,5,High-value customers
14352.0,2011-07-05 15:41:00,4,1078.96,157,4,2,2,New customers
14353.0,2011-05-08 16:06:00,1,90.6,215,5,4,5,High-value customers
14354.0,2011-12-04 11:32:00,2,163.62,6,1,3,5,Regular customers
14355.0,2010-12-09 12:16:00,1,174.4,366,5,4,5,High-value customers
14356.0,2011-09-21 09:18:00,2,701.23,80,4,3,3,Regular customers
14357.0,2011-10-27 16:23:00,1,225.77,43,3,4,5,Regular customers
14359.0,2011-11-20 13:17:00,3,912.18,19,2,2,3,At-risk customers
14360.0,2011-11-08 09:12:00,4,2128.23,32,2,2,1,At-risk customers
14362.0,2011-11-17 15:08:00,1,161.2,22,2,4,5,Regular customers
14364.0,2011-08-23 11:01:00,8,3717.35,109,4,1,1,New customers
14367.0,2011-12-01 13:19:00,16,9261.52,8,1,1,1,Inactive customers
14368.0,2011-01-24 09:52:00,1,155.0,320,5,4,5,High-value customers
14371.0,2011-02-17 16:35:00,1,100.5,295,5,4,5,High-value customers
14373.0,2010-12-16 15:40:00,1,76.55,358,5,4,5,High-value customers
14375.0,2011-06-07 13:44:00,1,257.68,185,5,4,4,High-value customers
14377.0,2011-06-01 13:32:00,2,617.05,191,5,3,3,Regular customers
14379.0,2011-10-26 16:43:00,2,348.1,44,3,3,4,Regular customers
14381.0,2011-10-18 17:10:00,1,202.68,52,3,4,5,Regular customers
14382.0,2011-11-13 16:18:00,1,626.0699999999999,26,2,4,3,Regular customers
14383.0,2011-11-01 15:53:00,3,1247.69,38,3,2,2,Inactive customers
14385.0,2011-11-30 15:36:00,3,202.11,9,1,2,5,At-risk customers
14386.0,2011-02-16 09:45:00,1,142.4,297,5,4,5,High-value customers
14387.0,2011-11-07 12:29:00,3,1770.56,33,3,2,2,Inactive customers
14388.0,2011-11-29 13:32:00,8,3212.84,10,1,1,1,Inactive customers
14389.0,2011-10-05 15:17:00,2,1043.46,65,3,3,2,Inactive customers
14390.0,2011-11-29 13:49:00,9,4652.82,10,1,1,1,Inactive customers
14393.0,2011-05-05 18:16:00,1,67.95,218,5,4,5,High-value customers
14395.0,2011-12-07 14:34:00,9,3507.71,2,1,1,1,Inactive customers
14396.0,2011-10-05 16:09:00,2,487.99,65,3,3,4,Regular customers
14397.0,2011-12-07 09:22:00,19,2612.96,3,1,1,1,Inactive customers
14400.0,2011-07-13 15:50:00,1,574.7,149,4,4,3,Loyal customers
14401.0,2011-12-05 13:30:00,13,4051.48,4,1,1,1,Inactive customers
14403.0,2011-08-01 12:57:00,4,1475.81,130,4,2,2,New customers
14404.0,2011-11-06 12:30:00,6,1474.32,34,3,1,2,Inactive customers
14406.0,2011-08-12 16:54:00,1,156.75,119,4,4,5,High-value customers
14407.0,2011-08-24 14:02:00,6,2157.73,107,4,1,1,New customers
14408.0,2011-11-29 11:41:00,7,2606.53,11,1,1,1,Inactive customers
14409.0,2011-09-29 18:18:00,6,2059.4500000000003,71,3,1,1,Inactive customers
14410.0,2011-09-08 15:08:00,9,1105.07,92,4,1,2,New customers
14411.0,2011-02-02 10:56:00,1,1063.0,311,5,4,2,Loyal customers
14412.0,2011-10-28 10:45:00,2,770.03,43,3,3,3,Regular customers
14413.0,2010-12-12 13:37:00,1,122.7,362,5,4,5,High-value customers
14414.0,2011-09-09 12:09:00,7,1496.98,92,4,1,2,New customers
14415.0,2011-12-08 14:38:00,13,5900.28,1,1,1,1,Inactive customers
14416.0,2011-11-17 15:22:00,2,490.22,22,2,3,3,Regular customers
14418.0,2011-12-06 11:39:00,3,1937.25,4,1,2,2,At-risk customers
14419.0,2011-11-29 11:22:00,6,1058.06,11,1,1,2,Inactive customers
14420.0,2011-09-01 18:07:00,1,387.52,99,4,4,4,High-value customers
14421.0,2011-10-13 13:24:00,2,813.11,57,3,3,3,Regular customers
14422.0,2011-12-09 11:26:00,6,4263.64,1,1,1,1,Inactive customers
14423.0,2011-05-05 15:12:00,1,265.2,218,5,4,4,High-value customers
14424.0,2011-11-22 11:48:00,1,322.08,18,2,4,4,Regular customers
14426.0,2011-11-16 12:25:00,10,4481.67,24,2,1,1,Inactive customers
14427.0,2011-10-20 14:23:00,2,363.34000000000003,50,3,3,4,Regular customers
14428.0,2011-12-02 13:17:00,5,1244.83,7,1,2,2,At-risk customers
14431.0,2011-02-10 10:40:00,1,470.36,303,5,4,4,High-value customers
14432.0,2011-11-30 08:04:00,6,2255.51,10,1,1,1,Inactive customers
14434.0,2011-11-18 08:56:00,6,1372.8,22,2,1,2,Inactive customers
14436.0,2011-09-02 10:13:00,1,89.06,99,4,4,5,High-value customers
14437.0,2010-12-09 09:27:00,1,63.0,366,5,4,5,High-value customers
14438.0,2011-02-06 14:56:00,1,131.9,306,5,4,5,High-value customers
14439.0,2011-01-24 11:39:00,1,2661.24,320,5,4,1,Loyal customers
14440.0,2011-12-01 15:42:00,5,2357.6800000000003,8,1,2,1,At-risk customers
14441.0,2011-12-09 09:07:00,4,1712.89,1,1,2,2,At-risk customers
14442.0,2011-05-19 11:36:00,2,1589.82,205,5,3,2,Inactive customers
14443.0,2011-10-17 10:10:00,4,1420.2,54,3,2,2,Inactive customers
14446.0,2011-12-09 11:34:00,4,1039.58,1,1,2,2,At-risk customers
14447.0,2011-11-21 08:28:00,5,1163.23,19,2,2,2,At-risk customers
14448.0,2011-11-30 13:50:00,2,375.35,9,1,3,4,Regular customers
14449.0,2011-11-21 12:06:00,4,907.1,19,2,2,3,At-risk customers
14450.0,2011-06-12 10:46:00,3,483.25,181,5,2,4,New customers
14451.0,2011-10-10 13:38:00,2,662.59,60,3,3,3,Regular customers
14452.0,2011-11-29 12:06:00,2,264.44,11,1,3,4,Regular customers
14453.0,2011-06-02 14:15:00,1,119.93,190,5,4,5,High-value customers
14456.0,2011-12-04 13:59:00,9,3062.4,5,1,1,1,Inactive customers
14457.0,2011-02-02 09:39:00,1,113.64,311,5,4,5,High-value customers
14459.0,2011-07-07 13:35:00,1,1837.92,155,4,4,2,Loyal customers
14460.0,2011-08-21 14:19:00,3,434.34,110,4,2,4,New customers
14461.0,2011-07-14 17:11:00,3,2103.06,148,4,2,1,New customers
14462.0,2011-10-04 15:55:00,11,2004.02,66,3,1,2,Inactive customers
14463.0,2011-09-02 15:20:00,3,529.62,98,4,2,3,New customers
14465.0,2011-04-07 12:38:00,3,1058.6200000000001,247,5,2,2,New customers
14466.0,2011-11-10 14:07:00,7,2272.4,29,2,1,1,Inactive customers
14467.0,2011-11-22 12:48:00,4,598.76,18,2,2,3,At-risk customers
14470.0,2011-11-28 10:31:00,2,461.19,12,1,3,4,Regular customers
14472.0,2011-08-28 11:01:00,8,1936.84,104,4,1,2,New customers
14473.0,2011-09-26 15:10:00,2,234.34000000000003,74,4,3,5,Regular customers
14474.0,2011-10-24 13:26:00,1,547.66,46,3,4,3,Regular customers
14475.0,2011-09-29 10:46:00,3,925.85,72,4,2,3,New customers
14476.0,2011-03-27 15:39:00,1,215.7,257,5,4,5,High-value customers
14477.0,2011-11-20 11:11:00,4,1309.6,20,2,2,2,At-risk customers
14479.0,2011-03-31 09:07:00,2,316.25,254,5,3,4,Regular customers
14480.0,2011-11-28 16:35:00,1,279.05,11,1,4,4,Regular customers
14481.0,2011-06-28 10:38:00,2,636.51,165,4,3,3,Regular customers
14482.0,2011-11-21 13:14:00,6,2068.15,18,2,1,1,Inactive customers
14483.0,2011-03-03 10:26:00,1,137.1,282,5,4,5,High-value customers
14484.0,2011-10-20 14:11:00,1,321.92,50,3,4,4,Regular customers
14485.0,2011-11-01 12:25:00,1,165.75,39,3,4,5,Regular customers
14487.0,2011-11-13 12:17:00,6,1196.33,27,2,1,2,Inactive customers
14488.0,2011-10-03 09:30:00,1,1064.28,68,3,4,2,Inactive customers
14489.0,2011-05-16 14:51:00,1,463.38,207,5,4,4,High-value customers
14491.0,2011-06-17 15:22:00,2,340.93,175,4,3,4,Regular customers
14493.0,2011-12-02 16:14:00,5,2383.2400000000002,7,1,2,1,At-risk customers
14494.0,2011-11-14 09:21:00,1,139.56,26,2,4,5,Regular customers
14495.0,2011-10-20 12:28:00,2,123.8,51,3,3,5,Regular customers
14496.0,2011-02-01 09:01:00,2,538.8100000000001,312,5,3,3,Regular customers
14497.0,2011-02-03 17:01:00,1,475.37,309,5,4,4,High-value customers
14498.0,2011-10-28 12:09:00,5,1957.32,43,3,2,2,Inactive customers
14499.0,2011-11-13 13:01:00,3,815.32,26,2,2,3,At-risk customers
14500.0,2011-09-12 16:45:00,3,356.85,88,4,2,4,New customers
14501.0,2011-06-09 12:02:00,2,251.21,184,5,3,4,Regular customers
14502.0,2011-11-20 11:50:00,11,2470.67,20,2,1,1,Inactive customers
14503.0,2011-12-06 13:30:00,6,3543.26,3,1,1,1,Inactive customers
14504.0,2011-10-23 16:00:00,4,673.26,47,3,2,3,Inactive customers
14505.0,2011-11-22 15:45:00,8,5905.64,17,2,1,1,Inactive customers
14506.0,2011-11-22 13:02:00,5,2012.17,17,2,2,2,At-risk customers
